generation,chromosome,patient_waiting_time,total_time_in_system,resource_utilization_balance,staff_workload_equity
0,22>13>15>7>2>15>8>16>21>1>15>6>21>7>15>14>10>17>18>14>19>24>11>13,26.18892283026685,27.038125086868135,0.8333333333333334,0.0010514460823865884
0,4>17>9>23>6>3>19>22>7>5>5>13>12>7>2>12>24>16>12>3>7>8>19>22,25.933501569323315,27.033713717873415,0.8333333333333334,0.0017998261312214662
0,22>24>24>23>2>4>8>14>3>21>15>14>4>7>4>21>15>18>8>9>10>19>19>5,25.90281026111258,27.484074915262173,0.75,0.003726622123657257
1,5>10>13>7>17>9>7>2>13>7>13>4>20>23>11>16>22>24>16>22>22>21>9>1,25.859481866270695,27.02672569036433,0.9166666666666666,0.0020374339176786427
1,6>22>21>22>7>1>21>5>17>15>1>18>24>19>9>21>12>17>20>18>8>9>4>8,25.866314942894345,26.96774905023446,0.75,0.0018132092225996439
1,8>23>22>8>17>9>12>15>20>2>6>18>14>12>2>5>22>1>10>23>2>19>4>22,25.86582480561809,27.104800157615188,0.75,0.0022944186806599354
1,16>22>8>11>17>7>7>1>22>14>18>18>12>12>9>16>5>20>20>9>14>9>24>24,26.169424734005748,26.84497186012473,0.9166666666666666,0.000666381527493699
1,20>7>6>6>3>3>5>24>2>4>22>12>20>16>21>16>12>16>11>9>11>9>20>4,25.856362491992755,27.06306071871851,1.0,0.002178023160462191
1,22>9>8>6>3>1>9>16>18>2>17>3>24>4>15>4>15>8>19>6>22>16>18>20,25.83565543788386,27.11368578940078,0.75,0.0024470529563769858
1,15>1>15>13>14>19>19>16>3>9>17>4>5>4>10>8>4>20>22>4>23>4>22>24,25.443810482858083,27.303966688364646,1.0833333333333333,0.005344837754779103
1,1>18>24>23>21>13>5>21>17>12>13>12>7>20>3>17>22>11>13>9>23>19>5>2,25.944099746085897,26.82399748411481,0.6666666666666666,0.0011502366243075128
1,6>9>13>21>8>13>12>1>15>7>13>3>20>24>2>14>19>4>20>14>23>24>2>8,25.919423762849828,26.8233665648774,0.6666666666666666,0.0012162734243319514
1,8>1>16>4>7>17>6>19>22>12>21>18>24>7>6>9>14>3>16>1>23>13>2>1,25.876772073703492,26.85967302299036,0.5,0.0014427773240950237
1,9>7>16>10>7>12>6>6>15>8>22>4>24>20>23>18>4>11>5>19>14>13>22>1,25.995155503057003,27.344414225067702,0.3333333333333333,0.002694049857991855
